주제분류,문화시설명,주소,X좌표,Y좌표
공연장,세종대학교 대양홀,서울  광진구 군자동 98 ),37.5486916,127.0744875
미술관,국제갤러리,서울  종로구 소격동 59-1 ),37.5807006,126.9804771
미술관,김영섭사진화랑,서울  종로구 관훈동 169-2,37.5743500,126.9841880
기타,평화문화진지,서울특별시 도봉구 마들로 932,37.6908086292,127.0472154469
기타,은평구청소년문화의집 신나는애프터센터,서울특별시 은평구 연서로6길 7,37.6043734995,126.9166272426
미술관,디뮤지엄,서울특별시 용산구 독서당로29길 5-6,37.536950273,127.0115182016
공연장,허리우드 스카이쇼 (낙원상가),서울특별시 종로구 삼일대로 428,37.5727630728,126.9879012314
미술관,필갤러리(Fill Gallery),서울특별시 용산구 유엔빌리지길 24,37.5335842911,127.0097798487
공연장,프로젝트박스 시야,서울시 용산구 장문로 60 행복나눔재단,37.5263441835,126.9961083494
공연장,용산 동자아트홀,서울특별시 용산구 한강대로 372,37.5516772671,126.9729212431
미술관,아웃사이트(out_sight),서울특별시 종로구 창경궁로35가길 12 GF,37.5872586942711,127.001368055445
문화원,이마트은평점,서울특별시 은평구 은평로 111,37.6003575474,126.9201920314
공연장,롯데콘서트홀,,37.5131010685,127.1034317323
공연장,용산꿈나무종합타운,,37.5386613022,126.9655079691
공연장,연세대학교,서울특별시 서대문구 연세로 50,37.5651508821,126.9392768848
기타,서교예술실험센터,서울특별시 마포구 잔다리로6길 33,37.5524684065,126.9209402449
기타,서울시립청소년미디어센터,서울  용산구 갈월동 101-5,37.5409841386,126.9726082866
미술관,가나아트스페이스,서울  종로구 관훈동 188-0 ),37.5749830,126.9839130
미술관,갤러리 도올,서울  종로구 팔판동 27-6 ),37.5832040,126.9816710
공연장,신도림 오페라하우스,서울시 구로구 구로동 3-39,37.5079891008,126.8909247643
박물관/기념관,조세박물관,서울  종로구 수송동 104 ),36.4854350,127.2606287
기타,창신소통공작소,서울특별시 종로구 창신6가길 47,37.576204842,127.0123936578
기타,북촌문화센터,서울특별시 종로구 계동길 37,37.5790878763,126.9862745249
공연장,문화일보홀,서울  중구 충정로1가 68 ),37.5671515,126.9685599
기타,강서지역정보센터,서울  강서구 등촌동 705-4 ),37.5589789,126.8478810
기타,노원구청,서울  노원구 상계동 701-1 ),37.6543580,127.0564730
도서관,노원어린이도서관,서울  노원구 중계동 356 ),37.6582022,127.0766623
기타,동대문구청 아트갤러리,서울  동대문구 용두동 39-9 ),37.5745240,127.0396500
문화예술회관,리틀엔젤스예술회관,서울  광진구 능동 로36길 25 (능동),37.5502335,127.0873013
공연장,빈집프로젝트,서울특별시 금천구 독산로96길 6,37.4749117711,126.9038833644
도서관,강서구립도서관,서울  강서구,37.5478818,126.8599269
공연장,손기정문화체육센터,서울  중구 만리동2가    손기정로 101,37.5555802,126.9649505
공연장,국립극단 소극장 판,서울특별시 용산구 청파로 373,37.5531465405,126.9682807466
기타,용산구 갈월종합사회복지관,서울특별시 용산구 두텁바위로 25,37.5457743451,126.9748244451
도서관,서초구립내곡도서관,서울특별시 서초구 청계산로7길 9-20,37.4520021701,127.0544427012
도서관,내를 건너서 숲으로 도서관,서울시 은평구 증산로 17길 50 내를건너서숲으로도서관,37.591913,126.908152
박물관/기념관,한양도성박물관,서울특별시 종로구 율곡로 283,37.572857089314816,127.0085126173547
기타,청춘삘딩,서울특별시 금천구 시흥대로138길 10-11,37.4721652661,126.899283582
미술관,아트아치,서울특별시 마포구 독막로9길 34,37.5497187306853,126.920522968907
기타,중랑구민회관,서울  중랑구,37.5738058,127.0850044
박물관/기념관,체신기념관,서울  종로구 견지동 39-7 ),37.5744500,126.9826250
박물관/기념관,평강성서유물박물관,서울  구로구 오류동 150-15 ),37.4919550,126.8440830
미술관,포스코미술관,서울  강남구 대치동 892  ),37.5057694,127.0558879
공연장,프리머스 신림,서울  관악구 신림동 151-890  1422-41,37.4846492,126.9298115
기타,떼아뜨르 秋,서울  마포구 서교동 358-116 ),37.5531351,126.9222205
공연장,팝콘D스퀘어,서울특별시 용산구 한강대로23길 55,37.5297736038,126.9647427471
공연장,서울남산국악당,서울  중구 필동2가 84-1,37.55842867722703,126.99370731054663
공연장,동자아트홀,서울특별시 용산구 한강대로 372 센트레빌 아스테리움 서울KDB생명타워 지하2층,37.5516772671,126.9729212431
도서관,구로구립개봉도서관,서울특별시 구로구 개봉로16길 30-11,37.48899216484345,126.85889338319454
공연장,용산 일신홀,서울특별시 용산구 한남대로 98,37.537166946,127.0055169856
공연장,용산 더줌아트센터,서울특별시 용산구 독서당로 111,37.5361216881,127.0073091119
공연장,구로 꿈나무극장,서울특별시 구로구 구로동로26길 54 4층(구로동),37.48956474331406,126.88647383628242
도서관,용산 백합어린이도서관,서울특별시 용산구 후암로15길 19-22,37.5487192144,126.9768015471
도서관,서울도서관,서울특별시 중구 세종대로 110,37.5663174209601,126.977829174031
기타,과거와 현재 도시와 도시를 이어주는 복합문화공간 &quot;용산공예관&quot;,서울특별시 용산구 이태원로 274,37.5390272618407,127.002075483615
기타,서울특별시여성능력개발원,서울특별시 마포구 마포대로 89,37.54323634461455,126.94978185798433
기타,밝은미소센터,일원로121 일원역338-3호(23번출입구 방향),37.48375009630887,127.08511541722191
공연장,명동예술극장,서울특별시 중구 명동길 35,37.5639761281,126.984217308
도서관,금천구립가산도서관,서울 금천구 가산로5길 43,0,0
미술관,가나아트센터,서울  종로구 평창동  평창30길 28,37.6121853,126.9750798
공연장,유니버설아트센터,서울  광진구,37.5508142,127.0880112
공연장,KT&G 상상아트홀,서울  강남구 대치동  영동대로 416 코스모타워 3층,37.5069075,127.0650936
공연장,충정로난타극장,서울  서대문구 충정로3가 476,37.5602665,126.9622394
공연장,KT체임버홀,서울시 양천구 목동서로 201,37.529459865995044,126.87111768035753
기타,세종마을 상촌재,서울특별시 종로구 자하문로17길 12-11,37.5818556960931,126.969677623398
도서관,구로구립 글마루한옥어린이도서관,서울특별시 구로구 고척로27바길 7,37.5069150594,126.8456365737
기타,우리은행 본점,서울특별시 중구 소공로 51,37.559438353357024,126.98175095441134
기타,서울책보고,서울특별시 송파구 신천동 14,37.52239260387785,127.10298301432702
기타,유담헌,서울특별시 종로구 북촌로 76,37.58357832381031,126.98539967358421
공연장,예빛섬,서울특별시 서초구 올림픽대로 683,37.510936979995535,126.99486498213613
미술관,킵인터치 서울,서울특별시 종로구 북촌로1길 13,37.57731455810547,126.98494807091173
기타,서울생각마루,자양동 97-5,37.53100838897391,127.06422528077903
도서관,서울휴먼라이브러리,서울특별시 동대문구 서울시립대로 163 서울시립대학교,37.58388984933984,127.05878195363569
미술관,동덕아트갤러리,서울  종로구 관훈동 151-4 ),37.5749033,126.9833114
미술관,동호갤러리,서울  종로구 관훈동 197-18 ),37.5731158,126.9852158
미술관,롯데월드 화랑,서울  송파구 잠실동 40-1 ),37.5112448,127.0979614
문화원,노원문화원,서울특별시 노원구 동일로197길 24,37.628799084377015,127.06980136717746
문화원,국기원,서울  강남구 역삼동 635 ),37.5019899,127.0303100
미술관,토포하우스,서울  종로구 관훈동 184 ),37.5740830,126.9843130
미술관,쌈지스페이스,서울  마포구 창전동 5-129 ),37.5538858,126.9296571
공연장,아이들극장,서울특별시 종로구 성균관로 91,37.5904592018,126.9987998007
문화예술회관,아트하우스 모모,서울특별시 서대문구 이화여대길 52,37.5625599361,126.9474554074
공연장,폼텍웍스홀,서울특별시 마포구 잔다리로3길 34,37.5506967844,126.9179183169
박물관/기념관,서울함공원,서울특별시 마포구 마포나루길 407,37.5557881498366,126.89395156850625
도서관,청운문학도서관,서울특별시 종로구 자하문로36길 40,37.5903786043,126.965918905
미술관,코리아나미술관,서울특별시 강남구 언주로 827,37.5240691643,127.032811048
공연장,여의도 물빛무대,서울특별시 영등포구 여의동로 330,37.53212462535445,126.92779526412901
박물관/기념관,서울하수도과학관,서울 성동구 용답동 250-7,37.5570864957,127.0580682563
기타,사각사각 플레이스,송파구 한가람로 65,잠실역,잠실새내역
도서관,강동구립천호도서관,서울특별시 강동구 성안로31마길 1,37.5405219609,127.1340836611
기타,용산구 남영동 자치회관,서울특별시 용산구 두텁바위로 25,37.5457743451,126.9748244451
기타,용산구 원효로1동 자치회관,서울특별시 용산구 백범로 350,37.5372419256,126.9676267129
기타,용산구 원효로2동 자치회관,서울특별시 용산구 효창원로8길 3,37.5343532215,126.9515482962
기타,용산구 효창동 자치회관,서울특별시 용산구 효창원로 161,37.5425092453,126.9618400136
도서관,강남구립못골한옥어린이도서관,서울특별시 강남구 자곡로7길 3,37.4733049813,127.099727635
공연장,홍익대 대학로 아트센터,서울특별시 종로구 대학로 57,37.5765585834389,127.001450046714
미술관,공갤러리,서울  종로구 인사동 23-2 2-2 (인사동),37.5727833,126.9865375
도서관,강남구립못골도서관,서울특별시 강남구 자곡로 116,37.4715380102,127.0965825896
기타,숭인제1동 자치회관,서울시 종로구 종로65길 10,37.575194724087744,127.01976528515288
박물관/기념관,동국대학교 박물관,서울  중구 필동3가 26,37.5582533,127.0023443
박물관/기념관,몽촌역사관,서울  송파구 방이동 88 ),37.5238852,127.1243709
미술관,갤러리 선앤문,서울  종로구 관훈동 30-9 ),37.5743508,126.9857422
미술관,갤러리 JJ,서울특별시 강남구 논현로 745,37.51830749598996,127.0283879033108
도서관,삼봉서랑(도서관),서울특별시 종로구 삼봉로 43,37.5731978732,126.9788134479
도서관,동대문구 답십리도서관,서울특별시 동대문구 서울시립대로4길 75,37.573192636618145,127.05036050634935
미술관,LG 사이언스홀,서울  영등포구 여의도동 20   LG트윈타워 서관 3층,37.5277895,126.9286274
기타,이건하우스,서울특별시 마포구 동교로 161,37.5559634438,126.9197052184
기타,중랑평생학습관,서울특별시 중랑구 망우로67길 10,37.60056073853804,127.10148716205731
기타,간송미술문화재단,서울특별시 중구 을지로 281,37.56741127787706,127.0108890181753
도서관,구로구립개봉어린이도서관,서울특별시 구로구 경인로 318-15 2 3층,37.4967430786,126.8559120258
도서관,동대문구 정보화도서관,서울특별시 동대문구 회기로10길 60,37.5899695058832,127.047289694219
미술관,OCI미술관,서울특별시 종로구 우정국로 45-14,37.5732395069024,126.982128279816
공연장,청년허브 다목적홀,서울특별시 은평구 통일로 684,37.60940533804935,126.93495535259598
박물관/기념관,쉼박물관,서울  종로구 홍지동 36-20 ),37.5994900,126.9556630
박물관/기념관,삼성출판박물관,서울  종로구 구기동 126-4 ),37.6086466,126.9570848
박물관/기념관,서울올림픽기념관,서울  송파구 방이동 88 ),37.5202976,127.1159236
박물관/기념관,이화여대박물관,서울  서대문구 대현동 11-1 ),37.5627451,126.9467751
박물관/기념관,한국금융사박물관,서울  중구 태평로1가 62-12 ),37.5686681,126.9764215
박물관/기념관,짚?풀 생활사박물관,서울  종로구 명륜2가 8-4 ),37.5849163,126.9997938
기타,상촌재,서울특별시 종로구 자하문로17길 12-11,37.5818562365,126.9696769439
미술관,가나아트 한남,서울특별시 용산구 대사관로 35,37.5337504606,127.0021496707
미술관,성북구립 최만린미술관,서울특별시 성북구 솔샘로7길 23,37.610659342343546,127.00429017402932
공연장,아이러브아트센터,서울특별시 강남구 압구정로32길 30,37.5257900767039,127.029756991789
도서관,강남구립청담도서관,서울특별시 강남구 압구정로79길 26  청담동주민센터  7층,37.5250905785,127.0492919062
도서관,금천구립시흥도서관,서울 금천구 금하로 764,0,0
기타,서울자유시민대학,1-1 서울자유시민대학,37.570787,126.966338
도서관,성동구립용답도서관,서울특별시 성동구 용답동 용답중앙3길 10,37.566684,127.051297
도서관,강남구립논현도서관,서울특별시 강남구 학동로43길 17,37.5172779093,127.0371879136
도서관,강남구립즐거운도서관,서울특별시 강남구 도곡로77길 23,37.4997288383,127.0578473914
기타,서울문화예술철도 영등포시장역(아트온더무브),서울특별시 영등포구 양산로 지하 200,37.5227345248969,126.904959169819
박물관/기념관,금성당?샤머니즘박물관,서울특별시 은평구 진관2로 57-23,37.6351354711,126.9253799732
기타,용산전통공예문화체험관,서울특별시 용산구 이태원로 274,37.5390267212,127.0020774071
기타,용산구립장애인복지관,서울특별시 용산구 효창원로93길 49,37.5473060777,126.9615705084
미술관,스페이스 신선(SPACE SHINSEON),서울특별시 용산구 이태원로 256,37.5373688921,127.0012762872
도서관,금천구립도서관,서울  금천구 독산동 375-2 ),37.4675724,126.9080685
도서관,동대문도서관,서울  동대문구 신설동 109-4 ),37.5735535,127.0247796
기타,서울로 7017,서울특별시 중구 만리동1가 1,37.5549086616,126.9674334691
기타,우이신설문화예술철도 신설동역,서울시 동대문구 신설동 132-30,37.57640144364416,127.02313911495623
기타,우이신설문화예술철도 북한산우이역,서울시 강북구 우이동 16-20,37.662436534591095,127.01289758990866
기타,중랑마을지원센터,망우로 55길 19 2층,37.59894586538318,127.09310526996628
공연장,오유아트홀,서울특별시 강남구 남부순환로378길 34-9,37.4836995569626,127.04641546215196
공연장,대원 컨텐츠 라이브,서울특별시 용산구 한강대로23길 55,37.5297736038,126.9647427471
도서관,아름꿈도서관,서울특별시 종로구 종로58가길 19(숭인동),37.5726975804,127.0171157579
미술관,갤러리 비선재,서울특별시 용산구 유엔빌리지3길 54-14,37.5357642548,127.0142787231
기타,용산구 한강로동 자치회관,서울특별시 용산구 한강대로30길 21,37.5274391256,126.9679658175
공연장,용산용암어린이도서관,서울특별시 용산구 신흥로3가길 21-7,37.5410187594,126.9846928588
공연장,강남구립행복한도서관,서울특별시 강남구 영동대로65길 24,37.5023060444,127.064187116
도서관,강남구립역삼푸른솔도서관,서울특별시 강남구 테헤란로8길 36,37.4964986405,127.0320300084
박물관/기념관,가회민화박물관,서울특별시 종로구 북촌로 52,37.5815096214,126.9852279941
기타,서울시농수산식품공사 가락몰 쿠킹스튜디오,서울특별시 송파구 양재대로 932,37.495076923441324,127.11556998544535
공연장,신촌문화발전소,서울특별시 서대문구 연세로2나길 57,37.5579611736,126.9397535366
기타,현대카드 스토리지,서울특별시 용산구 이태원로 248,37.5368102755,127.0008644292
도서관,용산구립청파도서관,서울특별시 용산구 청파로93길 27,37.5539248195,126.9676059172
기타,SETEC전시장,서울  강남구 대치동 514,37.4957891941,127.0717943025
미술관,동서화랑,서울  종로구 관훈동 196-3 ),37.5743250,126.9846000
박물관/기념관,부엉이 박물관,서울  종로구 삼청동 27-21 ),37.5870760,126.9829594
미술관,서울아트센터,서울  종로구 공평동  우정국로2길 32,37.5694595,126.9847764
공연장,국립극단 백성희장민호극장,서울특별시 용산구 청파로 373,37.5531465405,126.9682807466
도서관,월곡꿈그림도서관,서울특별시 성북구 화랑로13길 17 월곡꿈그림도서관,37.60416930077701,127.04207130781678
박물관/기념관,한양대학교 박물관,서울특별시 성동구 왕십리로 222,37.555041642011815,127.0447032332567
도서관,우리소리도서관,서울특별시 종로구 삼일대로30길 47,37.5744823869,126.9902329177
공연장,예스24 라이브홀,서울  광진구 광장동 319-33,37.5457347994,127.1080529382
미술관,사비나미술관,서울특별시 은평구 진관1로 93,37.6301283914144,126.9292775033292
미술관,박영덕화랑,서울  강남구 청담동 81-10 ),37.5257660,127.0449520
미술관,서울시립미술관,서울  중구 서소문동 덕수궁길 61,37.5642066,126.9737733
미술관,삼성미술관 Leeum,서울  용산구 한남동 747-18 ),37.5380703,126.9993406
공연장,동방예술극장,서울  마포구 노고산동 33-22 ),37.5545135,126.9384617
박물관/기념관,전쟁기념관,서울  용산구 용산동1가 8 ),37.5368975,126.9768849
박물관/기념관,한국자수박물관,서울  강남구 논현동 89-4  ),37.5154348,127.0333300
공연장,대학로문화공간,서울  종로구 동숭동 1-75 ),37.5822968,127.0036504
박물관/기념관,덕성여자대학교 박물관,서울  도봉구 쌍문동 419 ),37.6529783,127.0164423
박물관/기념관,도산안창호 기념관,서울  강남구 신사동 649-9 ),37.5239978,127.0356302
미술관,관훈갤러리,서울  종로구 관훈동 195 ),37.5738697,126.9842614
기타,국립박물관문화재단,서울특별시 용산구 서빙고로 137,37.52470232606506,126.97774115153027
도서관,용산 고래이야기 작은도서관,서울특별시 용산구 효창원로 157,37.5419433693,126.9616909401
미술관,종로구립 박노수미술관,서울특별시 종로구 옥인1길 34,37.5813184758,126.9668196784
공연장,수색동 주민센터(다목적실),서울특별시 은평구 은평터널로 27,37.5841654769,126.8975659639
기타,경의선 책거리,서울  마포구 동교동  와우산로 35길 50-4,37.55654655856701,126.92837153384995
미술관,토탈미술관,서울  종로구 평창동 465-2 ),37.6121236,126.9756892
박물관/기념관,경찰박물관,서울  종로구 신문로2가 58 ),37.5690096,126.9696222
박물관/기념관,국립민속박물관,서울  종로구 세종로 1-1 ),37.5815645,126.9789313
미술관,남산전시관,서울  용산구 이태원동 258-148,37.5414922,126.9970933
박물관/기념관,한국가구박물관,서울  성북구 성북동 330-577 ),37.5999625,126.9930505
박물관/기념관,한국은행 화폐금융박물관,서울  중구 남대문로3가 110 ),37.5620607,126.9805213
기타,노원구민체육센터,서울  노원구 중계동 507-3 ),37.6481321,127.0707250
기타,장안평 자동차산업 종합정보센터,서울특별시 성동구 자동차시장1길 64,37.560323132915926,127.06451754176365
박물관/기념관,코리아나 화장박물관,강남구 언주로 827,37.52450167801044,127.0326935857424
공연장,롯데월드 시네마,서울  송파구 잠실동 40-1 ),37.5112448,127.0979614
공연장,롯데월드 야외공연장,서울  송파구 잠실동 47 ),37.5112448,127.0979614
기타,종로문화재단 윤동주문학관,서울특별시 종로구 창의문로 119(청운동),37.5920259037,126.9669236248
도서관,구로구립 온누리도서관,구로중앙로27나길 9 (구로동 443번지) 온누리관 4층,37.4968912311,126.8859561262
도서관,세곡도서관,서울 강남구 밤고개로 286 세곡문화센터 2층 세곡도서관,37.4685773826129,127.10693796972367
박물관/기념관,한국천주교순교자박물관,서울특별시 마포구 토정로 6,37.54413670126136,126.91179244226984
기타,관악청소년회관,서울특별시 관악구 신림로23길 17,37.470244262344224,126.93524343264204
기타,관악구청,서울특별시 관악구 관악로 145,37.47820977441988,126.95150316671918
박물관/기념관,수림아트센터,홍릉로 118 (청량리동),37.590714974080065,127.04283933629749
박물관/기념관,안중근의사기념관,서울  중구 남대문로5가 471 ),37.5534654,126.9803691
박물관/기념관,서울교육사료관,서울  종로구 화동 2 ),37.5797770,126.9832525
공연장,건국대학교 새천년대공연장,서울  광진구 화양동 1 ),37.543118,127.0773358
도서관,양천도서관,서울  양천구 목동 905 서로 113 (목동),37.5336544,126.8759573
문화원,몽골문화원,서울  광진구 광장동 388-8 ),37.5470862,127.1011097
기타,갤러리BK,서울특별시 용산구 이태원로42길 56,37.5369580357,127.0012943835
미술관,디지털 파빌리온,서울  마포구 상암동 1605 ),37.5797267,126.8909381
박물관/기념관,서울역사박물관,서울  종로구 새문안로 55,37.5701434,126.9704375
기타,서울창작공간,서울  동대문구 용두동 255-67 ),37.5715090,127.0337136
문화예술회관,돈화문 서울무형문화재교육전시장,서울특별시 종로구 율곡로 10길 13,37.576909,126.991089
문화원,구립마포청소년문화의집,서울  마포구 상암동 1688 ),37.5804167,126.8840000
기타,용산 꿈나무 종합타운,서울특별시 용산구 백범로 329,37.5389026251,126.9650145311
기타,메이커시티 세운,서울특별시 종로구 종로3가 143-1,37.57024080362742,126.99507824926042
도서관,구산동도서관마을,서울특별시 은평구 연서로13길 29-23,37.6095101902,126.9130879469
미술관,국립현대미술관 덕수궁관,서울시 중구 세종대로 99(정동) 덕수궁 내,37.5661691433,126.9739845077
문화예술회관,서울생활문화센터 서교,서울특별시 마포구 양화로 72 효성해링턴타워 지하1층-지하2층,37.5508021700653,126.916715922466
기타,한강공원,서울특별시 성동구 강변북로 257,37.53893287064474,127.04172912689942
문화원,마포문화원,서울특별시 마포구 백범로 227,37.54222951467874,126.95548998908842
공연장,정효아트센터 음악당,서울특별시 서초구 사임당로18길 52-2,37.48754894374979,127.01962457649186
박물관/기념관,서울시립과학관,서울특별시 노원구 한글비석로 160,00,00
미술관,구슬모아당구장,서울특별시 용산구 독서당로 85,37.5346582819,127.009807143
박물관/기념관,서울한방진흥센터 서울약령시한의약박물관,서울특별시 동대문구 약령중앙로 26,37.5805999642,127.037586191
기타,스페이스 신선,서울특별시 용산구 이태원로 256,37.5373688921,127.0012762872
미술관,갤러리 현대,서울  종로구 사간동 122 ),37.5766750,126.9798250
박물관/기념관,서강대학교 박물관,서울  마포구 신수동 1-1 ),37.5519033,126.9430526
공연장,롯데시네마 노원,서울  노원구 상계동 713 ),37.6551726,127.0609970
공연장,단성사,서울  종로구 묘동 56 ),37.5711571,126.9926518
공연장,상봉시네마,서울  중랑구 상봉동 92-2 ),37.5967167,127.0890973
박물관/기념관,전기박물관,서울  서초구 서초동 1355 ),37.4861503,127.0276478
박물관/기념관,서울암사동유적,서울특별시 강동구 올림픽로 875,37.5598538144,127.1308315505
기타,언더스탠드에비뉴,서울  성동구 성수동1가 685-704,37.543606566,127.0436417957
공연장,JCC 아트센터,서울  종로구 혜화동  창경궁로35길 29,37.58746789100366,127.00226443643811
기타,서울역사편찬원,서울  송파구 방이동  88-3,37.52184600398425,127.1242085741983
기타,문화비축기지,서울  마포구 성산동 661  증산로 87,37.5703456074,126.8950311952
도서관,강남구립도곡정보문화도서관,서울특별시 강남구 도곡로18길 57,37.4883118354,127.0388786754
도서관,구립응암정보도서관,서울특별시 은평구 가좌로7길 15,37.5859665629,126.9196820595
박물관/기념관,신문박물관,서울  종로구 세종로 139,37.5698125,126.9776744
박물관/기념관,태권도기념관,서울  강남구 역삼동 635 ),37.5019899,127.0303100
공연장,대학로 열린 극장,서울  종로구 명륜2가 21-18 ),37.5836265,127.0004798
미술관,갤러리 세줄,서울  종로구 평창동 464-13 ),37.6134132,126.9751579
공연장,서울 아트 시네마,서울  종로구 낙원동  삼일대로 428,37.5698574,126.9918633
공연장,서울극장,서울  종로구 관수동  돈화문로 13,37.5697448,126.9918078
공연장,부암아트홀,서울  종로구 부암동 208-71 ),37.5958212,126.9641028
공연장,세실극장,서울  중구 정동 3-7,37.5667574,126.9757243
공연장,해바라기 소극장,서울특별시 종로구 동숭길 76 지하1층,37.5816438117,127.0043745504
문화원,일본공보문화원,서울  종로구 운니동 114-8,37.5768328,126.9866725
문화예술회관,장지공방,서울특별시 송파구 충민로 10 가든파이브 툴관 3층 E30,37.4786174059,127.1191081995
미술관,갤러리 조은,서울특별시 용산구 유엔빌리지길 28,37.5333860813,127.009653106
미술관,예술의 기쁨,서울특별시 용산구 효창원로70길 35,37.5420161396,126.9638815459
미술관,용산 아트스페이스 루,서울특별시 용산구 한강대로44길 5,37.5311519109,126.9704939648
기타,삼각산시민청,서울특별시 강북구 삼양로 595,37.6561548685,127.013091424
